date,site_id,influent_bod,influent_cod,influent_tss,effluent_bod,effluent_cod,effluent_tss,nh4,no3,po4,flow_m3d,temperature_c,aeration_kwh,energy_kwh
2019-07-24,WWTP_01,35.64,150.65,61.39,2.12,23.12,12.31,0.98,4.32,0.47,3561.9,10.98,196.85,1812.51
2019-07-25,WWTP_01,36.25,149.23,62.81,2.22,23.13,12.69,1.42,4.13,1.07,3499.14,9.75,86.29,1786.69
2019-07-26,WWTP_01,35.49,157.64,62.47,3.48,29.67,14.57,0.5,6.06,0.53,2986.78,11.84,92.64,1619.56
2019-07-27,WWTP_01,31.86,150.46,61.76,3.9,31.62,15.69,1.9,1.76,1.48,1015.28,10.51,97.44,518.37
2019-07-28,WWTP_01,33.16,149.48,63.85,3.94,30.91,16.02,2.09,6.71,0.78,4639.77,7.65,106.6,2419.93
2019-07-29,WWTP_01,37.62,163.49,57.63,,28.06,12.55,0.11,2.34,1.25,3665.54,8.57,94.71,1947.21
2019-07-30,WWTP_01,34.02,152.3,60.26,3.88,30.85,14.88,2.48,4.32,0.76,2830.8,8.44,81.33,1356.28
2019-07-31,WWTP_01,30.74,161.35,60.57,2.0,25.57,12.43,0.61,5.24,0.82,4520.63,9.27,141.16,2294.29
2019-08-01,WWTP_01,32.04,151.36,65.3,3.79,31.27,16.37,1.67,3.64,1.22,1796.86,9.33,183.53,994.11
2019-08-02,WWTP_01,30.65,143.34,61.79,2.04,22.91,12.76,0.09,3.52,0.57,1077.31,7.02,123.93,563.15
2019-08-03,WWTP_01,34.99,139.28,61.16,3.62,26.91,14.56,2.44,4.34,1.14,2247.46,7.29,166.1,1301.9
2019-08-04,WWTP_01,36.48,152.24,61.92,4.5,32.14,15.79,0.07,2.96,1.3,3071.84,4.56,50.2,1439.37
2019-08-05,WWTP_01,35.32,145.49,63.31,3.68,28.19,15.11,1.0,3.0,0.08,1912.94,8.18,86.99,1210.61
2019-08-06,WWTP_01,33.09,149.37,61.14,1.79,22.23,11.99,2.35,5.87,1.65,3177.93,4.09,79.37,1606.7
2019-08-07,WWTP_01,33.94,147.51,62.4,4.59,32.71,16.54,2.01,4.96,0.62,3696.52,9.22,88.99,2001.1
2019-08-08,WWTP_01,32.74,151.83,55.67,2.0,23.52,11.24,1.74,1.49,0.2,1031.37,4.51,70.14,794.78
2019-08-09,WWTP_01,33.25,156.86,61.15,2.73,27.27,13.44,0.15,2.75,1.31,2838.66,2.72,131.99,1494.95
2019-08-10,WWTP_01,32.97,152.08,57.4,4.26,32.88,14.91,0.07,6.14,1.6,4172.57,4.91,194.09,2339.24
2019-08-11,WWTP_01,33.19,155.22,59.78,3.01,28.18,13.57,0.12,4.79,1.59,1760.43,2.33,168.89,1051.77
2019-08-12,WWTP_01,34.2,152.66,57.28,2.67,26.01,12.4,0.54,4.88,1.05,1650.8,8.34,124.83,985.8
2019-08-13,WWTP_01,34.25,151.86,62.86,4.38,32.65,16.26,0.71,6.11,1.15,1381.6,2.63,114.31,803.13
2019-08-14,WWTP_01,32.0,148.27,61.95,3.88,30.99,15.67,0.89,6.52,1.59,1179.65,3.68,108.87,830.82
2019-08-15,WWTP_01,33.43,153.9,61.2,3.82,31.22,15.13,1.86,2.48,0.85,2434.31,5.96,148.49,1294.64
2019-08-16,WWTP_01,31.71,143.78,60.96,4.63,33.28,16.71,-0.03,2.01,1.36,2129.91,4.81,115.49,1238.89
2019-08-17,WWTP_01,33.96,168.69,58.41,3.9,34.28,14.46,2.1,6.62,1.39,2677.79,6.33,167.05,1469.86
2019-08-18,WWTP_01,25.89,155.28,56.81,3.4,33.89,14.87,0.68,6.05,0.22,1284.63,-0.97,171.63,833.84
2019-08-19,WWTP_01,31.84,158.52,63.86,2.69,27.91,14.17,0.22,6.16,0.78,2129.89,5.54,113.78,1247.75
2019-08-20,WWTP_01,27.64,148.33,57.65,3.31,30.8,14.51,0.41,0.9,1.1,4867.38,5.24,161.28,2480.1
2019-08-21,WWTP_01,32.22,159.47,57.49,2.54,27.25,12.47,1.86,1.96,0.48,4607.76,1.31,171.0,2620.86
2019-08-22,WWTP_01,29.25,149.03,61.33,2.79,27.72,14.18,1.59,1.86,1.17,3335.09,4.84,94.48,1611.72
2019-08-23,WWTP_01,34.6,157.39,60.72,3.43,29.78,14.22,0.73,6.44,1.24,3788.84,1.46,157.15,2133.18
2019-08-24,WWTP_01,32.48,159.05,63.36,2.07,25.04,12.94,0.48,5.66,0.16,2381.37,4.09,159.06,1427.64
2019-08-25,WWTP_01,33.86,153.0,53.38,4.53,33.71,14.07,1.75,5.21,0.48,1100.77,2.91,175.85,720.21
2019-08-26,WWTP_01,33.47,157.07,57.52,2.29,25.36,11.97,1.14,6.59,-0.1,3019.18,4.3,76.89,1628.58
2019-08-27,WWTP_01,33.02,160.7,57.5,2.1,25.25,11.73,0.16,2.63,0.3,4485.66,2.19,150.91,2328.79
2019-08-28,WWTP_01,34.05,159.01,66.26,2.27,25.45,13.7,2.02,0.83,0.95,1207.34,-0.95,96.02,740.55
2019-08-29,WWTP_01,34.97,143.2,64.09,3.83,28.44,15.58,-0.08,5.45,0.28,2731.07,0.72,152.82,1475.13
2019-08-30,WWTP_01,32.12,155.5,59.94,2.76,27.56,13.36,1.42,4.53,0.13,2673.34,1.49,91.68,1454.37
2019-08-31,WWTP_01,31.4,142.2,56.39,1.66,20.99,11.0,0.01,3.14,1.04,3818.22,2.34,113.41,1911.69
2019-09-01,WWTP_01,29.07,147.2,58.36,2.96,28.19,13.8,0.39,2.43,0.9,4874.15,0.61,61.34,2516.09
2019-09-02,WWTP_01,32.2,153.25,60.92,2.82,27.41,13.68,1.34,2.3,-0.2,4860.06,0.3,87.63,2636.66
2019-09-03,WWTP_01,34.37,142.65,63.08,4.22,30.04,16.05,1.2,5.88,1.38,1423.62,2.9,80.39,826.27
2019-09-04,WWTP_01,35.65,156.41,57.68,5.29,36.54,15.93,1.16,2.19,0.53,4830.32,5.07,109.86,2486.48
2019-09-05,WWTP_01,33.13,146.84,59.83,2.49,24.62,12.8,1.98,3.26,0.2,2737.61,5.06,145.65,1652.61
2019-09-06,WWTP_01,33.89,146.15,61.31,5.04,34.17,16.94,0.31,1.93,0.22,1990.24,2.59,59.38,1225.0
2019-09-07,WWTP_01,31.65,161.65,63.2,4.49,36.81,17.1,2.06,5.67,1.12,4291.94,1.49,80.04,2300.28
2019-09-08,WWTP_01,35.06,156.02,60.65,5.02,35.7,16.48,0.6,6.15,0.74,3153.33,4.66,90.33,1748.03
2019-09-09,WWTP_01,31.67,158.54,62.09,3.31,30.77,14.83,1.24,2.1,0.94,2710.41,5.12,190.44,1468.98
2019-09-10,WWTP_01,31.23,141.23,58.08,3.15,26.95,13.69,1.98,1.24,1.04,2638.68,1.05,148.28,1397.69
2019-09-11,WWTP_01,31.19,155.1,57.01,1.93,24.14,11.55,1.69,4.71,-0.07,2156.75,-1.22,127.25,1123.08
2019-09-12,WWTP_01,27.86,155.01,63.26,1.98,25.42,13.31,0.42,6.07,1.35,2306.97,-0.08,103.16,1327.41
2019-09-13,WWTP_01,32.15,158.18,53.67,3.21,30.01,12.6,0.13,5.73,0.88,4351.63,1.61,115.88,2352.38
2019-09-14,WWTP_01,29.91,153.92,57.12,2.41,26.56,12.48,0.22,1.27,0.01,1007.97,1.76,157.81,673.01
2019-09-15,WWTP_01,35.59,150.06,61.34,4.08,30.48,15.17,-0.1,1.9,0.61,3431.01,-2.14,82.93,1741.96
2019-09-16,WWTP_01,32.32,154.39,53.77,3.46,30.32,12.96,0.99,4.73,0.92,1686.78,3.37,125.02,1069.93
2019-09-17,WWTP_01,31.6,154.99,66.69,4.37,34.81,17.85,1.14,1.25,0.29,1571.37,-1.51,108.78,959.58
2019-09-18,WWTP_01,31.8,152.74,51.97,4.71,35.65,14.34,1.61,0.96,0.52,3242.71,0.94,144.26,1655.98
2019-09-19,WWTP_01,33.73,159.13,60.41,2.29,25.63,12.55,1.73,3.45,0.28,4166.23,-2.28,178.25,2241.06
2019-09-20,WWTP_01,31.86,157.79,59.45,2.22,25.67,12.44,1.87,1.75,-0.17,4509.4,-1.09,108.41,2412.73
2019-09-21,WWTP_01,32.12,152.78,58.31,4.58,34.89,15.81,0.55,5.35,0.45,4988.73,-3.5,83.02,2639.35
2019-09-22,WWTP_01,29.52,142.79,59.42,3.06,27.59,14.14,1.42,4.46,0.91,1033.45,-1.02,82.65,578.48
2019-09-23,WWTP_01,36.24,153.22,64.51,5.19,35.09,17.54,1.53,4.02,1.04,4006.99,0.34,71.05,2215.59
2019-09-24,WWTP_01,34.16,160.75,57.8,4.46,34.96,15.08,1.83,5.01,1.25,4034.86,1.19,139.57,2235.42
2019-09-25,WWTP_01,32.62,162.78,63.29,4.38,35.96,16.72,0.79,4.81,0.16,1809.02,-2.08,82.24,908.27
2019-09-26,WWTP_01,33.7,150.64,55.84,4.8,34.36,15.13,1.34,2.8,1.1,3638.04,0.14,169.44,2081.12
2019-09-27,WWTP_01,29.79,152.16,59.79,2.57,27.04,13.36,0.41,2.12,0.03,3778.56,0.98,89.7,1842.26
2019-09-28,WWTP_01,34.08,154.79,62.08,4.47,33.76,16.24,-0.18,4.7,0.33,2729.38,1.55,54.67,1386.1
2019-09-29,WWTP_01,32.97,148.33,60.14,2.75,25.96,13.28,0.41,5.89,1.21,2301.16,0.69,87.35,1269.55
2019-09-30,WWTP_01,30.57,152.31,63.43,2.12,24.74,13.25,1.75,6.49,0.11,1161.4,-1.62,111.68,813.86
2019-10-01,WWTP_01,30.79,140.69,61.86,2.6,24.78,13.73,0.18,0.59,1.0,3494.97,0.77,134.51,1991.09
2019-10-02,WWTP_01,33.92,153.54,64.84,1.73,22.39,12.53,1.49,3.15,0.9,2556.92,3.51,84.33,1433.16
2019-10-03,WWTP_01,32.3,150.32,61.62,3.14,28.19,14.34,0.13,6.47,1.37,3598.04,1.25,138.97,2026.51
2019-10-04,WWTP_01,31.85,147.64,63.51,3.59,29.74,15.61,1.95,1.51,0.55,3763.54,2.35,154.57,1905.17
2019-10-05,WWTP_01,33.72,153.99,56.88,3.04,27.88,12.89,0.05,4.73,0.47,3671.04,-0.65,52.87,1922.63
2019-10-06,WWTP_01,33.04,159.55,62.49,2.3,25.97,13.08,2.0,3.72,0.53,2607.55,1.04,73.05,1211.36
2019-10-07,WWTP_01,33.07,152.48,62.25,3.0,27.7,14.14,0.49,0.82,-0.24,2693.34,0.45,182.15,1452.99
2019-10-08,WWTP_01,32.66,156.38,61.24,2.01,24.28,12.38,0.1,4.93,0.19,4210.56,-0.6,199.59,2333.73
2019-10-09,WWTP_01,32.15,158.75,59.6,4.62,36.41,16.22,0.45,0.91,1.36,4267.9,-0.3,60.66,2119.95
2019-10-10,WWTP_01,30.69,147.37,54.78,4.29,33.29,14.73,0.03,1.4,1.36,4037.17,-0.31,195.16,2043.53
2019-10-11,WWTP_01,31.09,147.94,63.13,3.73,30.78,15.91,0.19,1.3,0.14,2421.28,-0.72,81.58,1310.36
2019-10-12,WWTP_01,31.27,153.62,62.63,4.21,33.96,16.56,-0.18,3.43,0.22,3253.63,-0.53,170.57,1821.03
2019-10-13,WWTP_01,29.91,144.65,60.05,2.62,25.87,13.48,0.3,3.46,-0.15,2838.34,2.11,58.55,1422.76
2019-10-14,WWTP_01,29.68,137.73,61.63,2.47,24.1,13.61,1.56,5.71,0.25,3152.09,3.61,176.02,1633.63
2019-10-15,WWTP_01,31.06,161.89,59.79,3.13,30.87,14.09,0.83,5.57,0.33,4439.18,-3.02,118.1,2245.24
2019-10-16,WWTP_01,31.09,153.76,60.82,2.86,28.12,13.88,0.85,4.41,0.11,3210.65,-2.06,105.83,1621.92
2019-10-17,WWTP_01,32.89,143.96,60.92,4.02,30.22,15.46,0.18,1.65,1.12,2142.83,-1.7,106.18,1199.65
2019-10-18,WWTP_01,31.03,158.9,60.4,2.03,25.26,12.42,1.62,1.61,0.87,1882.02,-1.11,82.73,987.67
2019-10-19,WWTP_01,33.19,153.53,61.2,2.9,27.41,13.72,1.52,1.48,0.51,2404.88,0.59,188.11,1299.58
2019-10-20,WWTP_01,30.82,147.38,59.88,3.19,28.45,14.24,1.55,1.5,0.56,2719.94,2.51,139.54,1616.67
2019-10-21,WWTP_01,31.41,148.21,56.77,3.11,28.02,13.29,1.19,6.05,0.6,3005.1,-3.35,175.88,1850.9
2019-10-22,WWTP_01,29.06,150.02,60.87,3.54,31.46,15.44,0.09,2.87,1.1,2568.37,-0.88,162.62,1479.3
2019-10-23,WWTP_01,31.29,156.38,56.78,2.92,28.79,13.03,1.98,2.92,-0.15,1076.62,1.19,166.29,834.18
2019-10-24,WWTP_01,30.79,144.66,61.67,3.8,30.54,15.72,1.19,4.68,0.28,4392.44,1.48,192.07,2421.43
2019-10-25,WWTP_01,33.29,146.14,57.23,1.79,21.67,11.2,-0.3,4.91,0.95,3490.76,-0.02,116.42,1838.84
2019-10-26,WWTP_01,30.6,144.44,58.79,1.75,21.87,11.67,-0.17,1.18,0.03,3380.85,-1.02,72.57,1757.48
2019-10-27,WWTP_01,33.23,142.08,60.25,3.42,27.37,14.31,1.34,5.15,1.04,3311.56,-0.5,110.36,1940.88
2019-10-28,WWTP_01,31.74,155.57,56.93,4.16,33.89,14.88,0.15,2.7,0.49,4323.8,3.35,67.98,2252.81
2019-10-29,WWTP_01,35.73,151.67,54.71,4.29,31.55,13.79,1.19,3.27,0.04,1466.33,3.44,101.59,845.34
2019-10-30,WWTP_01,34.03,159.59,66.02,2.05,24.6,13.28,0.7,2.63,-0.21,4306.2,3.36,170.15,2340.97
2019-10-31,WWTP_01,30.53,145.95,60.02,1.59,21.42,11.65,0.25,1.09,0.79,3955.47,2.01,129.84,2086.36
2019-11-01,WWTP_01,28.89,155.65,60.14,3.33,31.71,14.91,-0.15,1.02,0.96,2831.72,2.89,83.98,1358.19
2019-11-02,WWTP_01,33.71,141.0,63.45,2.28,22.68,13.17,1.78,3.58,0.38,2450.24,0.95,81.36,1410.32
2019-11-03,WWTP_01,32.3,147.12,64.09,4.13,31.64,16.58,0.69,5.58,1.19,2538.44,2.12,118.87,1429.17
2019-11-04,WWTP_01,32.09,154.29,66.29,4.71,35.8,18.21,0.93,3.19,0.07,3625.64,2.51,157.21,2014.72
2019-11-05,WWTP_01,32.22,148.08,61.25,1.81,22.29,12.11,1.41,1.21,0.4,3202.65,0.72,110.48,1752.14
2019-11-06,WWTP_01,33.37,142.99,64.61,4.15,30.32,16.53,0.03,2.9,0.51,3703.29,1.57,109.29,1981.37
2019-11-07,WWTP_01,31.79,150.31,56.91,1.97,23.43,11.54,1.16,2.17,0.67,3925.95,2.24,193.72,2192.05
2019-11-08,WWTP_01,32.07,160.67,64.82,3.52,31.93,15.77,1.66,3.99,0.97,2713.83,4.53,71.97,1484.19
2019-11-09,WWTP_01,32.91,160.03,59.87,3.69,32.15,14.69,2.08,2.32,1.26,2936.08,5.47,127.11,1662.45
2019-11-10,WWTP_01,29.11,151.19,60.34,3.57,,,-0.19,6.7,1.47,2580.62,1.57,150.66,1568.92
2019-11-11,WWTP_01,35.37,149.75,60.85,2.97,26.3,13.48,1.53,1.57,1.43,1724.73,2.79,143.41,934.28
2019-11-12,WWTP_01,30.65,139.16,64.45,4.11,30.69,17.01,0.24,3.37,1.13,4591.86,3.24,65.04,2285.39
2019-11-13,WWTP_01,30.48,154.76,59.58,1.92,24.27,12.14,2.14,3.4,-0.06,1157.57,2.78,136.09,679.0
2019-11-14,WWTP_01,32.61,151.65,60.83,2.32,24.89,12.81,0.6,1.14,0.86,2590.74,4.05,91.29,1430.95
2019-11-15,WWTP_01,30.77,158.41,60.04,2.92,29.39,13.86,-0.02,3.47,1.28,4222.6,5.71,83.65,2258.51
2019-11-16,WWTP_01,31.75,140.94,58.97,2.0,22.08,12.0,0.07,2.2,1.15,1205.18,-1.49,100.16,665.27
2019-11-17,WWTP_01,34.23,138.69,61.6,2.38,22.54,12.88,1.77,1.87,0.13,2072.7,2.14,104.16,1310.32
2019-11-18,WWTP_01,31.19,162.37,58.3,4.08,35.33,15.22,1.49,2.53,1.39,4582.76,2.69,111.7,2327.83
2019-11-19,WWTP_01,34.48,146.15,62.47,2.33,23.5,12.96,0.89,1.93,1.15,2441.9,6.83,150.69,1333.97
2019-11-20,WWTP_01,32.58,156.71,64.3,3.0,28.68,14.69,2.07,2.74,0.7,3477.56,2.01,99.54,1650.32
2019-11-21,WWTP_01,35.32,154.4,63.78,3.33,28.55,14.68,1.87,1.12,1.3,1160.56,6.36,183.49,830.11
2019-11-22,WWTP_01,31.63,156.72,59.85,4.42,35.38,16.08,0.24,6.92,1.06,4387.55,7.84,139.14,2215.11
2019-11-23,WWTP_01,36.36,158.76,55.91,4.45,,,1.86,2.42,1.1,1933.33,9.32,143.8,1029.64
2019-11-24,WWTP_01,34.58,159.76,62.09,5.03,36.9,16.99,1.79,3.14,0.75,4715.44,5.04,52.05,2207.19
2019-11-25,WWTP_01,32.83,151.45,61.38,,29.78,14.81,1.34,2.16,0.45,3655.3,5.53,194.8,2184.66
2019-11-26,WWTP_01,37.14,148.81,61.2,5.24,33.77,16.52,1.48,3.17,1.51,2626.36,7.17,94.0,1333.87
2019-11-27,WWTP_01,37.08,154.98,61.57,3.05,26.99,13.55,1.69,6.83,0.46,1004.45,6.8,90.79,658.28
2019-11-28,WWTP_01,31.05,160.85,66.49,4.61,37.56,18.36,1.82,3.11,1.1,3226.31,4.96,64.16,1639.52
2019-11-29,WWTP_01,31.85,155.36,65.93,2.29,25.61,13.93,0.31,1.19,1.19,2426.38,5.62,88.17,1303.85
2019-11-30,WWTP_01,32.81,157.35,69.67,4.64,35.77,18.83,1.4,3.49,1.02,2554.91,6.49,97.24,1353.52
2019-12-01,WWTP_01,33.39,155.42,64.62,1.68,22.6,12.46,1.5,6.11,0.55,2222.98,7.55,110.41,1342.49
2019-12-02,WWTP_01,35.78,149.08,60.26,3.1,26.55,13.48,0.38,4.73,1.18,3802.45,8.66,124.99,2062.38
2019-12-03,WWTP_01,35.04,162.54,60.12,3.09,29.17,13.53,2.19,2.46,0.23,4853.92,4.34,66.21,2748.64
2019-12-04,WWTP_01,32.31,148.85,61.8,4.66,34.22,16.85,0.35,4.82,0.95,1934.96,10.25,56.24,1071.24
2019-12-05,WWTP_01,37.58,153.92,59.08,3.33,27.67,13.31,2.34,6.19,1.02,3920.89,6.12,104.72,2013.25
2019-12-06,WWTP_01,38.01,157.7,58.88,3.59,29.16,13.55,1.01,6.82,0.08,2263.09,6.46,151.35,1405.9
2019-12-07,WWTP_01,36.58,150.71,54.92,2.07,22.74,10.88,0.75,2.1,1.04,4877.29,6.39,106.68,2527.18
2019-12-08,WWTP_01,32.79,146.75,61.8,2.76,25.79,13.69,2.63,4.11,0.66,2602.82,5.39,148.95,1314.82
2019-12-09,WWTP_01,37.81,149.65,62.3,2.06,22.31,12.23,0.53,4.29,1.09,3326.95,10.24,110.22,1690.36
2019-12-10,WWTP_01,33.15,147.69,60.75,2.54,24.95,13.07,0.69,1.8,1.02,3380.92,9.88,101.82,1894.98
2019-12-11,WWTP_01,34.29,162.81,62.25,2.03,24.96,12.47,1.17,3.25,0.33,1605.78,8.11,114.92,842.17
2019-12-12,WWTP_01,34.31,161.75,62.88,4.87,36.84,17.02,1.39,5.27,1.51,4133.88,10.33,68.65,2125.71
2019-12-13,WWTP_01,35.14,149.73,61.67,3.46,28.23,14.41,1.66,7.13,1.25,2925.11,9.2,171.45,1575.02
2019-12-14,WWTP_01,35.76,153.64,58.82,3.06,27.2,13.1,1.18,1.87,1.14,4609.61,7.84,116.39,2367.98
2019-12-15,WWTP_01,34.77,162.01,65.5,3.29,29.98,15.09,2.31,5.36,1.46,3394.25,9.55,112.12,1814.43
2019-12-16,WWTP_01,35.32,146.77,63.64,3.09,26.23,14.28,1.68,2.7,0.24,3417.44,11.2,84.02,1951.6
2019-12-17,WWTP_01,33.03,156.32,58.52,4.35,34.14,15.32,0.78,3.94,0.23,2591.17,10.75,126.76,1184.7
2019-12-18,WWTP_01,33.59,153.8,62.79,3.34,29.14,14.73,0.44,2.07,1.13,3264.07,11.73,193.97,1928.36
2019-12-19,WWTP_01,38.52,158.64,60.81,5.48,36.18,16.48,0.72,2.43,0.38,3074.25,13.31,86.88,1655.92
2019-12-20,WWTP_01,34.63,153.13,59.29,3.27,28.34,13.66,0.51,1.72,1.32,3567.28,11.32,112.32,1635.64
2019-12-21,WWTP_01,34.64,158.25,59.63,3.83,31.59,14.55,0.92,2.3,0.49,4190.06,14.45,151.63,2106.26
2019-12-22,WWTP_01,39.76,149.9,58.49,2.85,24.67,12.34,2.83,3.19,1.68,4322.49,11.43,111.45,2135.45
2019-12-23,WWTP_01,33.32,161.83,60.81,3.07,29.61,13.89,2.44,6.59,1.68,1238.47,15.88,153.81,748.02
2019-12-24,WWTP_01,32.43,142.18,65.84,3.18,26.76,15.36,2.87,2.61,1.37,2584.0,11.78,150.38,1325.0
2019-12-25,WWTP_01,29.37,152.39,66.01,2.71,27.92,15.09,0.8,4.65,1.17,3281.15,9.73,81.52,1842.56
2019-12-26,WWTP_01,33.42,145.86,63.93,2.69,25.16,13.96,1.83,6.62,1.49,3440.43,11.23,89.2,1805.83
2019-12-27,WWTP_01,38.34,146.82,57.14,5.73,34.42,15.82,1.66,3.58,1.5,1095.79,13.95,137.72,596.49
2019-12-28,WWTP_01,34.65,160.86,69.1,3.79,31.91,16.78,1.74,7.28,0.59,1090.26,14.43,183.6,836.16
2019-12-29,WWTP_01,37.33,158.17,67.46,2.19,24.17,13.48,1.88,3.01,0.73,1794.58,13.35,87.03,1036.57
2019-12-30,WWTP_01,31.21,146.57,68.42,2.76,26.33,15.41,0.67,2.48,0.57,3072.31,13.09,110.05,1554.39
2019-12-31,WWTP_01,37.6,163.08,62.57,3.52,30.04,14.36,2.14,6.05,1.87,4987.8,16.74,158.02,2716.87
2019-01-01,WWTP_02,21.24,93.54,68.23,2.89,20.82,18.13,2.65,5.0,1.45,1956.27,16.58,96.89,1153.6
2019-01-02,WWTP_02,19.32,96.07,70.54,1.09,14.5,13.97,1.27,6.72,1.61,3766.62,15.48,194.85,1979.58
2019-01-03,WWTP_02,21.5,105.81,73.17,1.99,19.39,16.73,1.05,5.08,0.85,2709.87,18.1,84.83,1516.18
2019-01-04,WWTP_02,19.04,94.92,72.33,1.12,14.54,14.48,1.47,6.59,1.86,4384.5,14.51,77.42,2257.3
2019-01-05,WWTP_02,23.09,95.81,70.04,2.34,18.32,16.54,0.83,3.59,0.88,4235.31,15.28,178.8,2368.19
2019-01-06,WWTP_02,23.04,102.18,71.97,1.28,15.32,14.19,2.28,4.12,1.2,3582.9,14.64,126.59,1882.03
2019-01-07,WWTP_02,20.82,101.19,71.63,2.84,22.53,19.04,2.97,4.13,1.49,4007.3,18.18,69.75,2030.78
2019-01-08,WWTP_02,24.39,104.26,67.31,1.53,16.31,13.68,1.03,2.5,1.59,2901.9,18.44,177.36,1516.36
2019-01-09,WWTP_02,21.59,100.18,74.48,2.83,21.84,19.47,2.42,5.27,1.41,2843.59,17.82,156.41,1615.99
2019-01-10,WWTP_02,24.87,105.53,73.46,1.93,17.91,15.86,0.92,4.68,1.9,1188.79,16.68,194.21,895.12
2019-01-11,WWTP_02,25.39,93.76,68.39,1.42,14.08,13.5,1.4,6.91,1.07,1557.02,17.62,196.37,948.46
2019-01-12,WWTP_02,19.66,91.44,71.79,2.08,17.86,17.23,2.87,5.32,1.28,1553.49,13.56,197.41,956.01
2019-01-13,WWTP_02,22.37,105.38,76.11,2.43,20.83,18.43,1.74,7.02,0.76,4281.01,16.09,118.7,2441.94
2019-01-14,WWTP_02,24.35,94.52,64.99,2.2,17.14,14.74,3.19,4.94,2.0,2380.07,18.62,58.21,1211.19
2019-01-15,WWTP_02,19.99,95.27,72.66,2.76,21.36,19.42,0.88,6.7,2.02,2722.14,18.65,102.32,1359.21
2019-01-16,WWTP_02,25.59,90.79,69.39,3.75,21.05,19.05,3.22,3.78,0.54,1759.5,19.49,55.84,1060.88
2019-01-17,WWTP_02,21.89,95.56,65.29,1.8,16.65,14.37,2.02,7.58,1.94,1039.64,18.65,198.33,868.57
2019-01-18,WWTP_02,23.48,99.72,68.81,2.26,18.6,15.95,3.24,7.58,0.64,3825.49,20.97,101.84,2081.05
2019-01-19,WWTP_02,21.78,105.87,69.8,3.27,24.87,19.37,1.54,3.9,0.88,1272.75,20.04,93.7,597.5
2019-01-20,WWTP_02,19.27,92.56,65.12,2.68,20.86,17.48,3.17,2.84,1.0,2192.26,19.65,98.06,1240.63
2019-01-21,WWTP_02,21.88,101.9,68.74,3.01,22.81,18.35,0.98,7.96,0.83,4285.0,18.45,193.32,2344.33
2019-01-22,WWTP_02,24.2,97.6,72.21,3.6,22.82,19.96,2.1,7.15,2.1,4636.81,19.82,172.94,2474.91
2019-01-23,WWTP_02,23.5,94.19,68.44,2.64,18.94,16.8,1.82,5.82,0.79,3764.99,19.52,125.5,1918.2
2019-01-24,WWTP_02,24.44,105.09,68.56,2.33,19.52,15.84,1.07,4.84,1.23,1159.25,21.63,91.1,632.44
2019-01-25,WWTP_02,22.93,97.91,68.03,1.27,14.66,13.4,1.21,7.18,0.73,4925.03,23.65,101.39,2507.35
2019-01-26,WWTP_02,20.87,103.29,75.18,2.99,23.63,20.42,1.71,4.51,1.63,2423.83,22.22,72.28,1407.96
2019-01-27,WWTP_02,24.03,94.63,70.75,3.13,20.56,18.45,1.48,4.45,1.65,3403.78,19.52,173.6,2015.98
2019-01-28,WWTP_02,23.01,91.9,70.15,3.2,20.69,18.81,3.11,4.73,1.73,1101.39,22.71,153.51,667.65
2019-01-29,WWTP_02,23.06,92.2,73.55,2.57,18.46,17.99,1.12,3.58,1.08,1359.04,19.83,96.15,771.12
2019-01-30,WWTP_02,24.04,110.56,72.24,2.32,20.66,16.76,1.42,3.72,2.15,2311.35,24.17,105.81,1187.55
2019-01-31,WWTP_02,25.83,106.41,72.59,3.75,24.53,19.84,1.59,5.53,0.98,3975.62,22.12,101.32,2167.83
2019-02-01,WWTP_02,23.37,103.99,65.32,1.38,15.93,13.08,2.38,7.34,1.99,2367.4,22.31,115.05,1259.45
2019-02-02,WWTP_02,25.54,109.2,74.08,1.77,17.75,15.49,3.08,5.16,0.7,2607.51,21.74,162.34,1660.1
2019-02-03,WWTP_02,26.23,92.47,73.75,2.5,17.19,17.05,1.49,4.56,1.9,2930.4,21.6,82.4,1538.86
2019-02-04,WWTP_02,24.72,106.67,71.86,2.41,20.03,16.73,2.77,4.34,1.39,1493.8,24.79,175.86,804.02
2019-02-05,WWTP_02,21.31,102.07,74.1,1.64,17.27,15.96,2.93,8.7,1.62,2366.56,26.56,147.27,1295.61
2019-02-06,WWTP_02,22.17,103.37,75.82,2.45,20.63,18.5,2.21,8.0,1.23,4478.6,23.91,177.13,2402.0
2019-02-07,WWTP_02,23.19,93.49,73.71,2.24,17.47,17.1,2.62,4.07,1.02,1165.99,22.25,98.31,792.99
2019-02-08,WWTP_02,24.17,96.83,77.88,1.32,14.45,15.3,2.85,8.49,1.56,2035.62,23.39,129.87,1077.2
2019-02-09,WWTP_02,27.87,109.03,71.06,2.46,19.57,15.99,3.48,7.3,2.24,4048.85,22.13,138.76,2219.99
2019-02-10,WWTP_02,21.78,109.52,77.21,2.2,20.91,18.21,2.39,4.96,1.56,1790.22,23.49,62.74,1008.54
2019-02-11,WWTP_02,27.76,96.76,67.26,2.61,17.88,15.47,1.95,8.57,2.26,3009.49,23.79,99.18,1396.15
2019-02-12,WWTP_02,23.31,111.32,73.45,2.37,21.3,17.35,1.31,8.83,1.58,3456.74,24.72,114.37,1683.18
